,open,close
0,27.92,28.185
1,28.26,28.07
2,28.0,28.13
3,28.23,27.915
4,27.765,27.775
5,27.805,27.17
6,27.18,27.225
7,27.3,26.655
8,26.535,26.675
9,26.85,27.085
10,27.2,26.605
11,26.715,26.64
12,26.625,27.285
13,27.325,27.425
14,27.315,27.435
15,27.385,27.85
16,28.0,28.255
17,28.38,28.55
18,28.55,29.125
19,29.335,29.335
20,29.2,29.305
21,29.225,29.14
22,29.165,29.2925
23,29.26,28.84
24,28.68,28.83
25,28.53,28.465
26,28.255,28.415
27,28.61,28.715
28,28.65,28.525
29,28.65,28.69
30,28.765,28.345
31,28.495,28.525
32,28.43,28.455
33,28.465,28.475
34,28.565,28.435
35,28.595,29.13
36,29.2,28.85
37,28.805,29.055
38,28.605,28.9
39,28.915,29.06
40,28.98,28.705
41,28.82,28.9
42,28.975,29.2875
43,29.355,29.545
44,29.33,28.855
45,28.97,29.28
46,29.015,29.085
47,29.18,28.86
48,28.79,29.2025
49,29.21,29.32
50,29.42,29.695
51,29.845,29.915
52,30.0,30.25
53,29.65,30.0
54,30.175,30.29
55,30.315,30.42
56,30.275,30.07
57,30.22,30.19
58,30.425,30.935
59,31.0,31.24
60,31.265,31.095
61,31.17,31.205
62,31.33,31.18
63,31.285,31.5485
64,31.6,31.41
65,31.46,31.76
66,31.6592,32.035
67,32.0,31.775
68,31.885,32.065
69,32.015,31.915
70,32.02,32.125
71,32.075,32.075
72,31.845,31.76
73,31.54,31.68
74,32.105,32.13
75,31.895,31.815
76,31.935,31.735
77,31.605,31.57
78,31.63,31.73
79,31.305,31.665
80,31.52,31.17
81,31.175,31.51
82,31.705,32.52
83,32.83,33.055
84,32.735,32.71
85,32.91,32.225
86,32.27,32.985
87,32.975,32.8
88,33.095,33.015
89,33.0,33.5475
90,33.51,33.205
91,32.91,32.61
92,32.855,32.345
93,32.0,32.005
94,32.265,32.37
95,32.685,32.9
96,33.135,32.845
97,32.755,32.755
98,33.045,33.12
99,33.12,33.395
100,33.215,33.65
101,33.935,33.86
102,33.97,34.145
103,34.45,34.065
104,33.935,34.05
105,34.34,34.67
106,34.62,34.86
107,34.845,34.83
108,34.82,34.76
109,34.87,34.1
110,34.225,34.24
111,34.285,34.395
112,34.54,34.51
113,34.62,33.83
114,34.06,33.305
115,33.47,34.085
116,36.3,36.68
117,36.375,36.225
118,36.45,35.965
119,36.07,35.6445
120,36.135,36.74
121,36.75,37.115
122,37.11,36.985
123,36.83,36.4
124,36.18,36.095
125,36.385,36.47
126,36.295,36.4
127,36.14,36.465
128,36.545,36.32
129,36.29,35.925
130,35.655,35.37
131,35.49,35.355
132,35.29,35.145
133,35.18,35.33
134,35.21,35.3565
135,35.54,35.95
136,36.0325,35.985
